date,spread,vix
2018-01-04,-0.00436138449194428,18.05
2018-01-05,-0.004424834927804485,16.77
2018-01-09,-0.03266787768706491,17.13
2018-01-10,0.003202198527695544,17.5
2018-01-11,-0.005955125249100791,18.39
2018-01-12,0.0038977465373382777,16.27
2018-01-15,0.0038826130765780968,17.8
2018-01-16,0.001480553769684052,18.35
2018-01-17,0.0065789710980425605,18.41
2018-01-18,-0.007262031233890108,18.46
2018-01-19,0.007262031233890053,17.7
2018-01-22,-0.0015048060452184473,18.78
2018-01-23,-0.0010875846499078412,18.72
2018-01-24,0.003462560320090747,18.89
2018-01-25,-0.001435620587161078,18.11
2018-01-26,0.004514680354526834,19.54
2018-01-29,0.0018001805041478473,18.86
2018-01-30,-0.0001461437720061353,18.74
2018-01-31,0.005046437839171975,19.34
2018-02-01,-0.006137569968777991,19.75
2018-02-02,0.009420874982092084,18.83
2018-02-05,0.009807807198388547,19.51
2018-02-06,0.0007173799386099285,24.57
2018-02-07,0.004513189453866018,22.48
2018-02-08,0.008268848794114372,22.82
2018-02-09,0.008125407443916932,24.34
2018-02-12,-0.012338789508050195,25.24
2018-02-13,-0.00460476638674829,23.03
2018-02-14,-0.011605546120308003,23.52
2018-02-15,-0.0007228848981626161,23.31
2018-02-16,-0.004739477493677419,21.64
2018-02-19,0.00032411469473296513,22.25
2018-02-20,-0.004580870310268057,22.09
2018-02-21,0.004927221614503024,21.38
2018-02-22,0.005347606326595277,22.46
2018-02-26,-0.015960019578729407,21.42
2018-02-27,0.004112334331014636,21.65
2018-02-28,-0.0009674117991290105,22.91
2018-03-01,0.006685236671306756,21.54
2018-03-02,0.004127857704863659,23.91
2018-03-05,-0.007263007512803881,22.7
2018-03-06,0.007596953082779889,21.53
2018-03-07,0.0007787729158131309,22.71
2018-03-09,0.00010008395940486734,21.59
2018-03-12,0.0004558113242415161,22.85
2018-03-13,0.0003333889012375737,22.23
2018-03-14,0.006644542718668732,25.79
2018-03-15,0.0005627555306833232,26.09
2018-03-16,0.002743032603816179,24.02
2018-03-19,0.006469675508010618,23.44
2018-03-20,-0.007251058816260548,21.81
2018-03-21,-0.0017631052843249202,20.35
2018-03-22,-0.005186085522280366,22.25
2018-03-23,0.002203778321466391,21.57
2018-03-26,0.010683991620484999,21.81
2018-03-27,0.0025140746695552895,22.79
2018-03-28,0.0031500551964991933,22.02
2018-03-29,-0.005335848416479358,21.72
2018-03-30,0.0010934938213712896,21.73
2018-04-02,0.002401485708228134,21.29
