date,spread,vix
2018-01-02,0.0005523534177722327,9.770000457763672
2018-01-03,0.004309459786959923,9.149999618530273
2018-01-04,-0.0044055338609388685,9.220000267028809
2018-01-05,0.004851896369631849,9.220000267028809
2018-01-08,-0.0026034254630769985,9.520000457763672
2018-01-09,-0.005581836821075154,10.079999923706055
2018-01-10,-0.003441541320087566,9.819999694824219
2018-01-11,0.0022451934756694413,9.880000114440918
2018-01-12,0.007163443657419456,10.15999984741211
2018-01-16,0.0062252298447128904,11.65999984741211
2018-01-17,0.00023307764364815267,11.90999984741211
2018-01-18,-0.007140809171959861,12.220000267028809
2018-01-19,0.004310183172470693,11.270000457763672
2018-01-22,0.0015430167694837121,11.029999732971191
2018-01-23,6.12782288566978e-05,11.100000381469727
2018-01-24,0.00439735155950313,11.470000267028809
2018-01-25,0.006545840132911253,11.579999923706055
2018-01-26,9.918292422570005e-05,11.079999923706055
2018-01-29,0.0028791319849890973,13.84000015258789
2018-01-30,-0.0037833976858985714,14.789999961853027
2018-01-31,0.002293139592610932,13.539999961853027
2018-02-01,0.0007324958037122442,13.470000267028809
2018-02-02,0.007328950679841816,17.309999465942383
2018-02-05,-0.005053840607735393,37.31999969482422
2018-02-06,-0.006377383172319828,29.979999542236328
2018-02-07,0.0010890581283255556,27.729999542236328
2018-02-08,-0.009181762489920628,33.459999084472656
2018-02-09,-0.000600981855033339,29.059999465942383
2018-02-12,-0.0006496959447372854,25.610000610351562
2018-02-13,0.004150100441697588,24.969999313354492
2018-02-14,0.004056140127369198,19.260000228881836
2018-02-15,0.009146425433200864,19.1299991607666
2018-02-16,0.0029091421930713865,19.459999084472656
2018-02-20,-0.0010668553718264204,20.600000381469727
2018-02-21,-0.0051198390023570895,20.020000457763672
2018-02-22,-0.004345012256307387,18.719999313354492
2018-02-23,0.0036420916071724634,16.489999771118164
2018-02-26,-0.003212105009122826,15.800000190734863
2018-02-27,0.0023126013299230768,18.59000015258789
2018-02-28,-0.006946405230548275,19.850000381469727
2018-03-01,-0.003199213284151269,22.469999313354492
2018-03-02,0.006506946640574449,19.59000015258789
2018-03-05,0.0036263787619993924,18.729999542236328
2018-03-06,0.001713382605229048,18.360000610351562
2018-03-07,0.006472901653150981,17.760000228881836
2018-03-08,-0.00016140177040260427,16.540000915527344
2018-03-09,-0.008738819743630995,14.640000343322754
2018-03-12,0.00017221271392751176,15.779999732971191
2018-03-13,0.002501775781071896,16.350000381469727
2018-03-14,0.004266335039781299,17.229999542236328
2018-03-15,-0.0013499625381387281,16.59000015258789
2018-03-16,-0.005381152570823163,15.800000190734863
2018-03-19,-0.0023114690130010985,19.020000457763672
2018-03-20,0.00455422106110146,18.200000762939453
2018-03-21,-0.006909380265738672,17.860000610351562
2018-03-22,0.007785708051778266,23.34000015258789
2018-03-23,-0.0018381487711451225,24.8700008392334
2018-03-26,0.002381543956155749,21.030000686645508
2018-03-27,0.00831188172368744,22.5
2018-03-28,-0.003990881759450981,22.8700008392334
2018-03-29,-0.007897382931562176,19.969999313354492
2018-04-02,0.0009230866886203371,23.6200008392334
2018-04-03,-0.0017470394477167334,21.100000381469727
2018-04-04,-0.001154869778581974,20.059999465942383
2018-04-05,0.0006755016584394306,18.940000534057617
2018-04-06,-0.002870925082302187,21.489999771118164
2018-04-09,0.001618556583301758,21.770000457763672
2018-04-10,0.004144001211158943,20.469999313354492
2018-04-11,0.0032954948055088436,20.239999771118164
2018-04-12,0.0006925638918780253,18.489999771118164
2018-04-13,-0.0033963667390498223,17.40999984741211
2018-04-16,0.00023433623354313018,16.559999465942383
2018-04-17,0.0042513295822551745,15.25
2018-04-18,-0.0009655845061456074,15.600000381469727
2018-04-19,0.00048266805112577506,15.960000038146973
2018-04-20,-0.002719696805180505,16.8799991607666
2018-04-23,-0.00585924857787994,16.34000015258789
2018-04-24,-0.0052637028397498915,18.020000457763672
2018-04-25,0.0026528923546068075,17.84000015258789
2018-04-26,-0.005712650234150854,16.239999771118164
2018-04-27,-0.00511110874201837,15.40999984741211
2018-04-30,0.0010903377604621455,15.930000305175781
2018-05-01,-0.003436890367875175,15.489999771118164
2018-05-02,-0.007450468811979409,15.970000267028809
2018-05-03,-0.0033877940587112173,15.899999618530273
2018-05-04,0.003195912401978984,14.770000457763672
2018-05-07,-0.0028613126228246057,14.75
2018-05-08,-0.0017797005116395965,14.710000038146973
2018-05-09,-0.005533851088539423,13.420000076293945
2018-05-10,-0.0017430672818787454,13.229999542236328
2018-05-11,0.00591735512042152,12.649999618530273
2018-05-14,0.0029002183504962887,12.930000305175781
2018-05-15,-0.0017554472898831247,14.630000114440918
2018-05-16,-0.00928694064996898,13.420000076293945
2018-05-17,-0.0003309314358126005,13.430000305175781
2018-05-18,-0.0018417401567751084,13.420000076293945
2018-05-21,-0.0024269007581673207,13.079999923706055
2018-05-22,0.002191086827304078,13.220000267028809
2018-05-23,-0.0003302127283434639,12.579999923706055
2018-05-24,-0.006673574838505811,12.529999732971191
2018-05-25,0.0010661932567615083,13.220000267028809
2018-05-29,-0.005315985270053203,17.020000457763672
2018-05-30,-0.007563750116088786,14.9399995803833
2018-05-31,0.011022910220800021,15.430000305175781
2018-06-01,0.0022192132434978853,13.460000038146973
2018-06-04,-0.002102537023960953,12.739999771118164
2018-06-05,0.002734209840494974,12.399999618530273
2018-06-06,0.00219033413974912,11.640000343322754
2018-06-07,0.005043244345701682,12.130000114440918
2018-06-08,0.0008253392859986731,12.180000305175781
2018-06-11,-0.0009549196576974336,12.350000381469727
2018-06-12,-0.0008363539989250407,12.34000015258789
2018-06-13,-0.002199270438669329,12.9399995803833
2018-06-14,0.005052684987134998,12.119999885559082
2018-06-15,-0.018148567019042997,11.979999542236328
2018-06-18,0.002536267703775233,12.3100004196167
2018-06-19,0.0029962096356120605,13.350000381469727
2018-06-20,-0.0036336856020979945,12.789999961853027
2018-06-21,-0.0008224597834486959,14.640000343322754
2018-06-22,0.0023068753656377444,13.770000457763672
2018-06-25,0.0047813585160605306,17.329999923706055
2018-06-26,0.0035396255050087304,15.920000076293945
2018-06-27,-0.0044953797831452195,17.90999984741211
2018-06-28,-0.007463204842131897,16.850000381469727
2018-06-29,-5.783505454369426e-05,16.09000015258789
2018-07-02,0.00994714712822947,15.600000381469727
2018-07-03,-0.003124912448468689,16.139999389648438
2018-07-05,0.0002681516744493763,14.970000267028809
2018-07-06,0.002873078600661516,13.369999885559082
2018-07-09,0.004806882998706923,12.6899995803833
2018-07-10,0.0003996761874951096,12.640000343322754
2018-07-11,-0.0025479448635795567,13.630000114440918
2018-07-12,-0.004294710183780235,12.579999923706055
2018-07-13,-0.0009336480898713101,12.180000305175781
2018-07-16,0.0011321950635473854,12.829999923706055
2018-07-17,0.002596160411045844,12.0600004196167
2018-07-18,-0.004812627760435433,12.100000381469727
2018-07-19,-0.0006524588597063798,12.869999885559082
2018-07-20,0.0008155070803001822,12.859999656677246
2018-07-23,0.007416802719637017,12.619999885559082
2018-07-24,-0.004077814856735979,12.40999984741211
2018-07-25,-0.0007364777587126888,12.289999961853027
2018-07-26,0.004438682606524639,12.140000343322754
2018-07-27,-0.008089604616354043,13.029999732971191
2018-07-30,0.0015031493557779215,14.260000228881836
2018-07-31,0.004019211446705295,12.829999923706055
2018-08-01,-0.0015207742859470093,13.149999618530273
2018-08-02,-0.002031950545646603,12.1899995803833
2018-08-03,-0.00687094620857647,11.640000343322754
2018-08-06,-0.0020485936709178547,11.270000457763672
2018-08-07,-0.0003698943193172203,10.930000305175781
2018-08-08,0.0038793948110081187,10.850000381469727
